1/5/2018  - 2:08:43 PM --- New session.....................................................
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:56 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:57 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:58 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:05:59 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:00 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:01 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:02 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  272
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  276
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  278
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  280
1/20/2018  - 11:06:03 AM --- Operation is not allowed when the object is closed. --- in LendingClient.frm_Collectors.cmdAddCollector_Click /  282
